ID,Voting_Intention,EUREF_Int,EUREF_SQUEEZE,EUREF_likely,Optimism,Immigration,political_attention,Newspaper_Often,Newspaper_Read,TV_News,SOAPS_Eastenders,SOAPS_CoronationStreet,SOAPS_Hollyoaks,SOAPS_Emmerdale,PhoneResponse_Landline,PhoneResponse_Mobile,voted2015,pastvote_2015,Age,house_tenure,work_stat,work_type,gender,GOR,supermarket,Age_Gender,socialgrade_single,socialgrade_matrix,education_age,profile_education_level,pvbyregion_w8,bpcagegeneduc_w8,Socgrade_matrix_w8,threeway_attention_w8,respdate,W8
476,7,3,3,6,1,2,3,2,99,7,2,2,2,2,3,3,2, ,70,1,6,2,1,4,1,4,1,3,1,18,24,1,2,1,5/8/2016,1.00468752170565
477,9,2,9,9,1,3,6,1,6,1,1,2,2,2,2,3,1,1,50,1,1,1,1,2,16,3,1,1,5,18,7,3,1,2,5/5/2016,1.05973979917655
478,5,2,9,10,1,3,6,1,16,1,2,2,2,2,2,2,1,4,63,5,6,3,1,5,2,3,1,2,3,4,28,4,1,2,5/7/2016,1.04099524237647
479,9,1,9,10,3,1,9,1,4,1,2,2,2,2,3,3,1,2,48,1,1,1,1,2,22,2,1,2,5,16,8,5,1,3,5/6/2016,.988380872291118
480,8,3,3,4,1,2,5,2,99,3,2,1,2,1,3,2,2, ,40,6,4,9,2,1,22,6,2,3,1,9,6,16,2,2,5/11/2016,.789230641039741
481,4,2,9,11,1,2,7,2,99,3,1,1,2,2,2,2,1,6,69,5,6,4,2,1,1,8,2,6,2,3,4,10,4,2,5/9/2016,.947846462172802
482,2,1,9,11,1,3,9,1,4,4,2,2,2,2,2,4,1,2,36,2,1,3,1,4,16,2,1,1,5,17,20,5,1,3,5/10/2016,.920172040952889
483,7,2,9,11,1,2,4,2,99,7,2,2,2,2,5,3,1,6,60,4,1,2,1,2,2,3,1,3,2,15,10,3,2,2,4/29/2016,.878838348911012
484,1,3,1,11,1,3,8,1,14,1,2,1,2,1,1,2,1,1,71,1,6,3,2,5,1,8,1,3,2,18,25,10,2,2,5/5/2016,.900009444649558
485,5,1,9,11,3,3,10,1,18,7,2,2,2,2,2,2,1,4,44,5, ,8,1,5,99,2,2,6,1,20,28,6,4,3,5/10/2016,1.08891430582928
486,2,1,9,11,4,4,1,2,99,3,2,2,2,2,1,1,1,2,26,7,1,6,1,4,2,2,2,3,2,9,20,7,2,1,5/2/2016,1.18485835704931
487,9,4,9,5,4,4,1,2,99,7,2,2,2,2,5,5,2, ,30,5,3,9,2,1,99,6,2,6,1,1,6,16,4,1,5/11/2016,1.0986533609605
488,8,2,9,1,1,2,4,2,99,1,2,2,2,2,3,2,2, ,69,1,6,8,2,1,2,8,2,4,1,5,6,10,3,2,5/3/2016,.849444804851093
490,4,2,9,11,1,2,8,2,99,3,1,1,2,1,2,3,1,6,35,2, ,8,2,6,22,6,2,4,2,1,34,16,3,2,5/10/2016,.986017864556273
491,1,2,9,11,3,2,2,2,99,1,2,2,1,2,3,3,1,1,42,2,1,1,1,1,12,2,1,3,5,16,1,5,2,1,5/1/2016,1.29908276238329
492,1,2,9,11,1,2,7,1,12,5,2,2,2,2,3,4,1,1,41,2,1,3,1,1,22,2,1,3,2,18,1,6,2,2,5/11/2016,.980513660173488
493,6,3,2,11,1,3,11,2,99,5,2,2,2,2,3,2,1,2,66,1,6,1,1,6,22,4,1,6,2,1,31,1,4,3,5/1/2016,.910572167611569
494,4,2,9,11,1,3,6,2,99,1,1,1,2,1,3,3,1,6,61,1,1,6,1,1,1,3,2,3,2,18,4,3,2,2,5/8/2016,1.00550584775317
495,9,2,9,6,1,3,9,2,99,3,1,1,2,1,5,4,2, ,43,5,1,7,1,3,22,2,2,5,2,9,18,7,4,3,5/10/2016,1.10789124990507
496,1,2,9,11,1,3,7,1,14,5,2,2,2,2,2,2,1,1,72,1,6,1,1,1,24,4,1,2,3,18,1,1,1,2,5/5/2016,.917730620626423
497,1,2,9,11,1,2,8,1,12,3,2,2,2,2,2,5,1,1,69,1,6,2,1,4,21,4,1,1,2,11,19,1,1,2,5/7/2016,.873586023314943
498,2,2,9,6,1,2,6,2,99,1,2,1,2,2,2,3,2, ,75,1,6,7,1,1,22,4,2,3,2,1,6,1,2,2,5/5/2016,.760518789396842
499,1,2,9,11,1,2,6,2,99,1,2,2,2,2,1,5,1,1,64,1,6,7,2,6,22,7,2,5,3,9,30,13,4,2,5/10/2016,.924109640749271
500,9,2,9,6,3,2,2,2,99,3,2,2,2,2,5,2,2, ,60,4,1,6,2,1,12,7,2,6,1,19,6,12,4,1,5/5/2016,1.24724696936196
501,2,1,9,6,1,1,8,2,99,1,2,2,2,2,2,4,2, ,45,4,1,3,1,6,22,2,1,2,5,14,35,6,1,2,5/11/2016,.771969584423971
502,1,1,9,11,1,3,11,1,14,1,2,2,2,2,1,1,1,1,58,1,1,3,1,4,21,3,1,2,5,16,19,2,1,3,5/9/2016,.969445951347653
503,1,1,9,10,3,3,8,1,14,1,1,1,2,1,2,3,1,2,69,1,6,7,2,3,2,8,2,1,1,8,14,10,1,2,5/8/2016,.859079977735331
504,4,2,9,11,1,2,1,2,99,1,2,1,2,2,2,4,1,6,78,1,6,8,2,6,22,8,2,4,3,13,34,10,3,1,5/3/2016,1.14774913031334
506,5,2,9,8,1,3,8,1,3,1,1,2,2,2,3,3,1,4,37,7,1,3,1,5,2,2,1,1,5,12,28,6,1,2,5/1/2016,1.0376711671504
508,8,3,3,5,1,2,2,2,99,3,2,2,2,2,1,2,2, ,65,1,6,3,2,4,16,8,1,4,1,4,24,10,3,1,5/9/2016,1.12216372259314
509,2,1,9,6,3,3,6,2,99,1,2,2,2,2,4,4,1,3,29,2,1,4,2,1,22,6,2,3,5,16,3,14,2,2,5/10/2016,.845359940266484
510,9,2,9,11,2,3,8,1,14,5,2,2,2,2,5,3,1,1,27,9,1,1,1,1,21,2,1,2,5,16,1,5,1,2,5/2/2016,1.07474985143
511,2,3,3,6,1,3,6,1,18,1,2,2,2,2,2,2,1,2,25,2,1,1,2,3,1,6,1,2,5,16,14,14,1,2,4/29/2016,.982840015606281
512,1,3,1,9,1,3,5,2,99,1,2,2,2,2,2,2,1,1,69,1,6,2,1,3,1,4,1,1,2,16,13,1,1,2,5/11/2016,.909725739383526
513,2,1,9,11,3,3,11,1,4,1,2,2,2,2,2,2,1,2,32,4,1,2,1,2,22,2,1,1,5,15,8,6,1,3,5/9/2016,.932390855976422
514,4,2,9,11,1,2,9,2,99,5,1,1,2,1,1,1,1,2,45,2,1,8,2,4,22,6,2,5,1,9,20,16,4,3,5/11/2016,.878300921147665
515,3,1,9,11,3,1,8,1,2,7,2,2,2,2,5,2,1,5,38,4,1,1,2,6,22,6,1,2,5,17,33,14,1,2,5/9/2016,1.23822464263546
516,2,2,9,11,1,3,5,2,99,7,2,2,2,2,4,3,1,2,35,4,1,3,1,6,1,2,1,3,3,11,31,6,2,2,5/11/2016,.927083483012419
517,9,2,9,11,1,2,8,1,7,3,2,2,2,2,2,4,1,1,63,1,6,3,2,1,21,7,1,3,4,11,1,12,2,2,5/11/2016,1.04561923051881
518,2,3,2,11,1,2,8,2,99,7,2,2,2,2,1,2,1,7,33,2,2,4,2,4,16,6,2,5,5,11,23,15,4,2,5/11/2016,.593102747619883
519,9,3,3,5,3,2,3,2,99,4,1,1,2,1,1,1,1,2,62,5,2,3,2,4,12,7,1,5,3,9,20,13,4,1,5/7/2016,1.24245337299752
520,1,1,9,11,2,3,5,2,99,5,2,2,2,2,2,2,1,1,27,9,1,3,2,1,2,6,1,3,3,11,1,15,2,2,5/3/2016,.948973086696467
521,4,2,9,11,1,2,3,2,99,3,2,1,2,1,1,4,1,6,49,2,1,6,1,3,1,2,2,4,2,8,16,7,3,1,5/6/2016,1.37139896571043
522,1,3,1,11,3,3,8,1,13,1,2,2,2,2,1,3,1,1,54,2,2,8,1,1,22,3,2,3,3,11,1,3,2,2,5/1/2016,1.0135230955154
523,1,2,9,11,1,2,11,2,99,1,1,1,1,1,1,2,1,1,54,6,6,8,1,2,2,3,2,3,2,9,7,4,2,3,5/10/2016,.969041301193973
524,3,2,9,11,1,2,9,1,7,1,2,2,2,2,2,2,1,6,72,1,6,2,1,4,16,4,1,1,3,18,22,1,1,3,5/10/2016,.805494605078711
525,2,1,9,11,1,1,11,1,4,1,2,2,2,2,1,4,1,2,23,8,1,3,2,1,22,5,1,1,5,17,2,17,1,3,5/7/2016,.87800491824009
527,2,1,9,11,1,3,10,1,4,4,2,1,2,2,3,3,1,2,50,2,1,2,1,3,22,3,1,2,3,14,14,3,1,3,5/9/2016,.98887540930689
528,5,2,9,11,3,3,4,2,99,1,2,2,2,2,3,3,1,4,57,2,1,3,2,5,16,7,1,3,1,12,28,12,2,2,5/6/2016,1.07016869866168
529,1,1,9,11,1,3,6,1,18,1,2,1,2,1,1,1,1,1,71,1,6,8,2,3,21,8,2,5,1,1,13,10,4,2,5/7/2016,.947070485546601
530,3,1,9,9,1,4,6,1,1,1,2,2,2,2,2,2,1,3,71,1,6,2,1,1,21,4,1,2,3,18,3,1,1,2,5/5/2016,.790533932951914
531,3,1,9,10,1,3,9,1,14,1,2,2,2,2,2,3,1,3,63,2,1,3,1,4,21,3,1,3,5,16,21,2,2,3,5/11/2016,.880481502645322
532,1,3,2,11,1,3,6,2,99,4,2,2,2,2,2,3,1,1,68,1,6,1,1,1,22,4,1,1,5,16,1,1,1,2,4/29/2016,.917730620626423
533,1,3,1,9,1,2,9,1,4,1,2,2,2,2,1,1,1,1,66,9,6,3,2,4,1,8,1,1,2,11,19,10,1,3,5/10/2016,.822557899925236
534,9,2,9,8,3,3,8,1,18,1,2,1,2,1,5,4,2, ,57,7,2,1,2,4,16,7,1,5,2,16,24,11,4,2,4/30/2016,1.05345549853177
535,2,1,9,11,3,1,9,1,4,1,2,2,2,2,2,2,1,2,59,1,1,3,2,3,1,7,1,4,5,16,14,11,3,3,5/7/2016,1.13877079643032
536,5,1,9,11,3,3,5,2,99,6,1,2,2,2,3,4,1,4,40,4,3,6,1,5,1,2,2,5,3,6,28,6,4,2,5/4/2016,1.11771797718641
537,1,1,9,11,1,3,2,2,99,1,2,2,2,2,2,4,1,1,66,1,6,3,2,4,24,8,1,1,2,9,19,10,1,1,5/6/2016,1.0552657811733
538,9,2,9,11,1,2,6,2,99,3,1,1,1,1,3,4,1,1,67,1,6,4,2,6,2,8,2,5,5,4,30,10,4,2,5/2/2016,.78052615626571
539,8,3,3,8,3,2,2,2,99,1,2,2,2,1,3,4,2, ,48,1,2,4,2,4,2,6,2,4,1,9,24,16,3,1,5/7/2016,1.20489965795229
540,2,2,9,11,3,2,9,2,99,1,2,2,2,2,3,3,1,2,68,4,6,6,1,3,21,4,2,6,2,18,14,1,4,3,4/30/2016,.932756357572976
541,9,2,9,7,1,2,6,2,99,1,1,2,2,2,3,4,1,1,30,2,2,3,2,6,21,6,1,2,5,17,30,14,1,2,5/11/2016,.829018472349563
542,9,1,9,11,1,3,6,2,99,1,2,2,2,2,1,2,1,2,51,2,1,7,2,3,1,7,2,3,3,5,14,13,2,2,4/29/2016,.983653673183844
543,8,3,3,3,3,4,3,3,99,1,1,2,2,2,3,4,2, ,37,4,4,9,1,6,22,2,2,6,1,1,35,7,4,1,5/4/2016,1.1433660471583
544,8,3,2,4,1,2,8,1,4,4,2,2,2,2,3,4,1,1,70,1,2,8,2,5,22,8,2,4,3,12,25,10,3,2,5/11/2016,1.04009485956375
545,7,2,9,11,1,2,5,2,99,3,1,1,2,2,3,4,1,6,66,1,6,8,1,1,24,4,2,5,2,5,4,1,4,2,5/9/2016,.980705611086705
546,2,1,9,11,4,1,8,1,18,7,2,2,2,2,5,4,1,2,24,4,1,3,2,2,21,5,1,3,5,16,8,17,2,2,4/29/2016,.951411422836127
547,1,2,9,11,3,2,6,2,99,1,1,2,2,1,1,1,1,1,84,4,6,3,1,2,22,4,1,3,1,20,7,1,2,2,5/9/2016,.897482481218675
548,9,2,9,5,1,2,1,2,99,3,2,2,2,2,4,2,2, ,58,2,1,6,1,4,2,3,2,4,2,1,24,4,3,1,5/9/2016,1.28680201245975
549,2,3,2,11,1,2,7,2,99,1,2,2,2,2,2,3,1,2,67,2,2,6,1,2,22,4,2,4,2,3,8,1,3,2,5/9/2016,.968209094233806
550,2,4,9,11,3,4,5,2,99,4,2,2,1,2,3,3,1,2,32,6,2,7,2,4,1,6,2,4,3,8,20,16,3,2,5/1/2016,.93542257874225
551,1,3,1,8,1,3,8,2,99,5,1,1,2,1,1,3,1,1,35,2,4,3,2,5,22,6,1,3,3,10,25,16,2,2,4/30/2016,.966366181849261
552,3,1,9,3,2,1,3,2,99,1,1,1,1,2,2,3,2, ,28,3,2,4,1,4,21,2,2,3,3,7,24,6,2,1,5/11/2016,1.10993322855369
553,2,2,9,11,1,2,10,1,18,1,2,2,2,2,3,3,1,2,26,2,1,7,1,3,16,2,2,5,3,11,14,6,4,3,5/9/2016,1.03046693927017
554,1,2,9,11,1,2,9,1,12,1,2,2,2,2,2,3,1,1,66,1,6,8,1,1,21,4,2,4,3,1,1,1,3,3,5/8/2016,.999252294060125
555,1,3,3,6,1,3,6,1,7,1,2,2,2,2,3,3,1,1,70,1,6,3,2,3,22,8,1,3,3,4,13,10,2,2,5/11/2016,.850320005881441
556,4,2,9,11,1,2,6,1,7,1,2,2,2,2,3,4,1,1,69,1,6,2,2,1,21,8,1,2,2,1,1,10,1,2,5/10/2016,.886981487772379
557,1,1,9,11,3,2,8,1,17,1,2,2,2,2,1,4,1,2,36,2,1,1,2,5,21,6,1,1,5,17,26,14,1,2,5/1/2016,.846624587964004
558,2,1,9,11,1,1,5,2,99,7,2,2,2,2,5,2,1,2,28,4,1,3,1,4,22,2,1,3,3,5,20,7,2,2,5/3/2016,.948002736130707
559,7,2,9,11,1,2,8,1,8,1,2,2,2,2,3,4,1,2,56,5,1,8,1,2,24,3,2,3,2,9,8,4,2,2,4/29/2016,.928534649365384
560,1,2,9,11,2,2,11,1,7,1,2,2,2,2,3,3,1,1,41,4,1,7,1,4,21,2,2,5,3,11,19,6,4,3,4/29/2016,1.01275751833226
561,1,2,9,10,1,2,9,1,18,1,2,2,2,2,2,3,1,1,61,1,6,2,1,4,1,3,1,6,3,11,19,3,4,3,5/1/2016,1.04685245772608
562,2,2,9,9,1,2,6,2,99,1,1,1,2,1,1,3,1,2,58,7,2,3,1,3,16,3,1,4,2,7,14,3,3,2,5/11/2016,1.13443227561131
563,4,2,9,11,3,2,4,2,99,1,2,2,2,2,2,2,1,2,59,6,4,7,1,1,21,3,2,6,1,1,2,4,4,2,5/11/2016,.947409469167407
564,2,1,9,11,1,2,9,2,99,1,2,1,2,1,2,2,1,2,67,1,6,8,2,4,2,8,2,6,5,16,20,10,4,3,5/11/2016,.817991294733251
565,2,2,9,10,1,2,7,1,7,1,2,1,2,1,1,2,1,3,75,1,6,1,2,4,2,8,1,2,5,14,21,10,1,2,5/5/2016,.792919438263157
566,1,3,1,10,1,3,5,2,99,1,2,2,2,2,1,1,1,1,67,1,6,2,2,1,24,8,1,3,5,16,1,10,2,2,5/1/2016,.857802162723737
567,1,2,9,11,1,3,11,1,5,4,2,1,2,2,3,4,1,1,54,1,1,2,1,4,22,3,1,3,3,18,19,3,2,3,5/9/2016,.939908487906138
568,2,3,1,10,4,1,8,1,18,7,2,2,2,2,5,4,1,7,25,4,4,8,2,3,95,6,2,6,5,11,17,15,4,2,5/5/2016,.625950778327271
569,9,3,2,6,2,2,11,1,7,1,1,1,1,2,3,3,1,2,40,2,1,3,2,4,1,6,1,3,5,13,20,15,2,3,5/4/2016,.81248534329453
570,2,2,9,11,1,3,9,2,99,1,2,2,2,2,1,3,1,3,78,1,6,8,1,1,1,4,2,6,5,16,3,1,4,3,5/11/2016,.829572735646857
571,2,2,9,11,1,2,1,2,99,3,2,1,2,1,2,3,1,2,62,1,1,6,1,5,21,3,2,4,1,18,26,3,3,1,5/7/2016,1.22135936402221
572,4,2,9,11,1,3,8,1,13,3,1,1,2,1,2,3,1,6,71,1,6,3,2,1,22,8,1,5,1,1,4,10,4,2,5/2/2016,.947846462172802
573,1,1,9,10,1,2,6,2,99,1,2,1,2,2,3,4,1,1,73,1,6,6,1,1,22,4,2,4,3,11,1,1,3,2,5/4/2016,1.02568424974927
574,1,1,9,11,1,2,7,1,18,7,2,2,2,2,3,4,1,1,42,2,4,8,1,1,21,2,2,2,5,16,1,5,1,2,5/6/2016,1.07474985143
575,2,1,9,11,1,3,3,1,7,1,2,2,2,2,1,4,1,2,71,4,6,4,2,4,2,8,2,4,3,9,20,10,3,1,5/8/2016,1.08885496888034
576,7,1,9,11,3,3,7,1,18,1,2,2,2,2,2,3,1,3,31,8,1,2,1,4,95,2,1,3,5,16,21,5,2,2,5/11/2016,.929168511782874
577,4,3,3,11,1,3,4,2,99,3,2,2,2,2,1,2,1,6,49,1,2,7,2,4,16,6,2,5,2,1,22,16,4,2,5/6/2016,.924203576699687
578,5,1,9,11,4,1,7,1,4,1,2,1,2,2,1,4,1,4,47,1,4,6,1,5,21,2,2,4,5,18,28,6,3,2,5/8/2016,1.15973353034535
579,1,1,9,8,1,3,1,2,99,3,2,2,2,1,1,1,1,1,61,4,1,7,1,3,16,3,2,5,1,1,13,4,4,1,5/5/2016,1.35735877378671
580,2,1,9,8,1,1,4,2,99,1,2,2,2,2,3,2,1,2,34,2,1,1,2,4,21,6,1,2,5,17,20,14,1,2,4/30/2016,.891792798227969
581,2,2,9,11,3,2,5,2,99,3,2,2,2,2,3,2,1,2,38,5,4,9,2,4,2,6,2,6,3,11,20,15,4,2,5/5/2016,.928867940004907
582,9,2,9,8,1,3,4,2,99,1,2,2,2,2,4,2,1,1,46,2,1,6,1,4,21,2,2,4,2,9,19,7,3,2,4/30/2016,1.18665850518436
583,2,2,9,1,1,2,1,2,99,5,2,2,1,2,1,3,2, ,45,5,1,5,1,4,2,2,2,3,2,2,24,7,2,1,5/6/2016,1.22110391438014
584,2,1,9,11,1,3,6,1,18,7,2,2,2,2,4,4,2, ,46,1,4,2,2,1,22,6,1,2,3,18,6,15,1,2,5/5/2016,.840820824669266
585,9,3,3,2,3,2,1,2,99,1,2,1,2,2,1,3,1,6,60,1,2,3,2,4,1,7,1,4,2,9,22,13,3,1,5/1/2016,1.32157511111771
586,4,2,9,11,1,2,11,1,7,1,2,2,2,2,2,4,1,6,56,2,1,3,2,1,2,7,1,4,5,17,4,11,3,3,5/7/2016,1.16645564947564
587,1,2,9,11,1,3,6,1,13,1,2,2,2,2,2,2,1,1,47,2,1,2,1,1,22,2,1,3,3,16,1,5,2,2,5/1/2016,1.03939344806287
588,9,2,9,8,1,2,1,2,99,7,2,2,2,2,4,1,1,3,40,2,1,3,2,3,22,6,1,3,3,18,15,15,2,1,5/8/2016,1.20741540931674
589,5,3,3,7,1,2,2,2,99,3,1,1,2,1,3,4,1,4,59,5,1,8,2,5,2,7,2,4,2,20,28,12,3,1,5/8/2016,1.54573475697876
590,9,2,9,11,3,2,5,2,99,3,1,1,2,1,1,2,1,99,47,2,2,3,2,1,1,6,1,4,2,8,6,16,3,2,5/9/2016,.912073465045992
591,9,3,3,6,1,3,1,2,99,3,1,2,2,2,2,4,1,6,43,2,2,8,2,2,16,6,2,4,3,9,10,16,3,1,4/30/2016,1.15355915839854
592,1,2,9,11,3,1,8,3,99,3,2,2,2,2,3,3,1,1,38,2,1,1,1,1,22,2,1,1,5,20,1,6,1,2,5/9/2016,1.01386718625226
593,1,2,9,9,3,3,5,1,14,1,2,2,2,2,2,3,2, ,36,1,1,2,2,1,22,6,1,2,5,16,6,14,1,2,5/9/2016,.869532728915416
594,4,3,3,7,1,2,6,2,99,3,1,2,2,2,4,4,1,6,30,4,1,2,1,1,16,2,1,3,1,14,4,6,2,2,5/11/2016,.972757526166634
595,2,1,9,11,3,1,7,1,4,1,2,1,2,2,4,3,1,3,67,1,2,1,2,3,24,8,1,3,5,18,15,10,2,2,4/30/2016,.873238972413389
596,2,3,3,11,3,3,6,2,99,3,2,1,2,2,1,2,1,2,76,1,6,1,2,3,22,8,1,2,5,14,14,10,1,2,5/5/2016,.859079977735331
597,9,2,9,11,1,3,10,1,7,1,1,2,2,2,1,2,1,6,44,1,1,2,2,3,23,6,1,4,3,15,16,15,3,3,5/10/2016,.94040064183185
598,2,1,9,11,1,1,11,2,99,3,1,1,1,1,1,4,1,2,45,2,4,1,2,2,2,6,1,6,5,13,8,15,4,3,5/11/2016,.972010014883323
599,1,1,9,9,3,3,7,1,14,1,2,2,2,2,5,2,1,1,33,1,1,1,2,1,1,6,1,5,5,17,1,14,4,2,5/7/2016,1.0930405534968
600,1,2,9,11,1,3,9,1,16,1,2,2,2,2,2,2,1,1,51,2,1,5,1,1,21,3,2,2,3,5,1,4,1,3,5/3/2016,.990903882101177
601,5,1,9,11,1,3,8,2,99,5,2,1,1,2,3,3,1,4,36,2,1,3,2,5,2,6,1,2,5,16,28,14,1,2,5/7/2016,1.03858601625118
602,9,1,9,9,1,4,1,2,99,1,2,2,2,2,2,3,1,2,60,1,3,8,2,4,1,7,2,3,1,18,20,12,2,1,5/6/2016,1.14849888891429
603,1,3,1,11,1,3,6,2,99,1,2,2,2,2,1,2,1,1,55,1,1,2,1,1,22,3,1,1,3,9,1,4,1,2,5/6/2016,1.01711500781947
604,3,1,9,11,1,3,4,2,99,1,2,2,2,2,2,3,1,2,41,2,1,2,1,2,21,2,1,3,5,16,8,5,2,2,4/30/2016,.981150085074925
605,8,4,9,1,3,3,4,2,99,1,2,2,2,2,1,4,2, ,42,1,1,6,1,1,16,2,2,4,4,11,6,6,3,2,4/29/2016,.970960754021949
606,1,2,9,9,1,2,8,2,99,5,2,2,2,2,4,2,1,1,44,2,1,2,1,4,21,2,1,3,2,20,19,6,2,2,5/6/2016,.93334907863515
607,8,4,9,6,1,2,6,3,99,3,2,2,2,2,3,4,2, ,40,2,1,9,2,4,22,6,2,3,4,6,24,15,2,2,5/2/2016,.859488866412023
608,2,1,9,11,1,2,8,2,99,1,2,1,2,2,5,4,1,2,43,8,4,7,2,4,22,6,2,6,2,9,20,16,4,2,4/30/2016,.901533503316864
609,1,3,3,11,1,2,7,1,7,3,2,2,2,2,2,4,1,1,43,2,1,3,2,1,16,6,1,3,3,5,1,16,2,2,5/8/2016,.921047002008018
610,5,1,9,11,1,3,11,1,18,1,2,2,2,2,2,5,1,4,71,1,6,1,1,5,2,4,1,1,5,18,28,1,1,3,5/1/2016,.915072221808918
611,2,1,9,11,3,3,9,2,99,1,2,1,2,2,1,3,1,3,65,1,6,1,1,2,21,4,1,1,5,17,9,1,1,3,5/4/2016,.998632773102331
612,2,1,9,11,1,1,8,1,4,1,2,2,2,2,3,3,1,2,56,1,2,7,1,1,12,3,2,5,3,11,2,3,4,2,4/29/2016,.976177350993039
613,9,1,9,11,4,4,7,2,99,1,2,2,2,2,3,3,1,2,42,7,1,4,2,4,2,6,2,2,5,20,20,15,1,2,5/8/2016,.862345868194563
614,9,2,9,11,1,2,9,1,16,1,2,2,2,2,2,3,1,6,46,4,2,3,2,1,24,6,1,1,5,15,4,15,1,3,5/3/2016,.948404777833128
615,1,2,9,11,1,3,8,1,7,7,2,2,2,2,3,3,1,1,47,2,1,2,1,1,16,2,1,1,5,15,1,6,1,2,5/3/2016,1.01386718625226
616,2,1,9,11,1,1,9,1,4,7,2,2,2,2,4,4,1,2,28,4,1,3,1,1,21,2,1,2,5,16,2,5,1,3,5/6/2016,.905449082857864
617,1,1,9,11,1,3,7,1,7,1,2,2,2,2,1,1,1,1,36,2,1,2,1,4,2,2,1,2,5,16,19,5,1,2,5/10/2016,1.02305232893744
618,1,1,9,11,4,3,4,2,99,1,2,2,2,2,5,3,1,1,29,2,1,7,1,3,1,2,2,3,3,18,13,6,2,2,5/11/2016,.971961155516544
619,4,2,9,11,1,2,8,1,7,1,2,1,2,2,2,2,1,6,63,1,4,7,1,6,22,3,2,3,1,5,34,4,2,2,5/7/2016,.911212672134673
620,9,2,9,9,1,2,2,2,99,1,2,2,2,2,1,1,2, ,63,5,2,3,1,3,22,3,1,3,1,1,18,4,2,1,5/3/2016,1.16365925976893
621,2,3,3,11,3,3,8,2,99,1,2,2,2,2,1,1,1,7,69,4,6,3,2,3,23,8,1,2,2,9,17,10,1,2,5/8/2016,.525292183316949
622,4,2,9,11,1,2,6,2,99,1,2,2,2,2,1,2,2, ,64,5,1,7,1,4,22,3,2,4,2,5,24,4,3,2,5/5/2016,1.02956764529077
623,9,1,9,11,3,3,10,1,14,1,2,2,2,2,2,3,1,2,61,1,1,3,2,1,21,7,1,1,3,9,2,13,1,3,5/3/2016,.884722831275582
624,4,2,9,7,1,2,8,2,99,1,2,2,2,2,3,3,1,6,53,1,1,6,1,4,21,3,2,3,2,3,22,3,2,2,5/7/2016,.913102634403868
625,1,2,9,11,1,2,6,1,7,1,2,2,2,2,1,1,1,1,69,1,2,4,2,1,1,8,2,3,2,17,1,10,2,2,5/5/2016,.857802162723737
626,2,1,9,10,1,3,9,1,4,4,2,2,2,2,2,5,1,2,64,1,6,3,2,1,21,7,1,3,5,16,2,11,2,3,5/11/2016,.879805289622855
627,8,2,9,11,1,2,9,1,5,3,2,2,2,2,2,4,1,6,57,1,6,3,2,1,2,7,1,6,2,11,4,12,4,3,5/5/2016,1.12560466906422
628,1,1,9,7,2,2,4,2,99,1,2,2,2,2,1,2,1,1,25,1,1,2,2,6,24,6,1,3,6,17,30,14,2,2,5/8/2016,.801745975900095
629,8,4,9,1,1,2,1,2,99,3,2,2,2,2,1,3,2, ,68,1,2,3,2,3,22,8,1,3,2,9,18,10,2,1,5/8/2016,1.01477631689135
630,2,1,9,11,1,1,11,1,4,1,1,1,2,1,2,3,1,2,55,2,4,1,1,2,2,3,1,6,5,13,8,3,4,3,5/11/2016,1.03812701642151
631,3,2,9,11,2,3,11,1,13,1,2,2,2,2,3,4,1,6,74,1,6,1,1,4,95,4,1,1,5,17,22,1,1,3,5/11/2016,.805494605078711
632,2,2,9,9,1,2,7,1,18,1,2,2,2,2,2,2,1,2,28,2,1,2,1,2,21,2,1,4,3,18,8,6,3,2,5/11/2016,1.06963351555671
633,1,2,9,8,1,2,6,2,99,1,2,2,2,2,2,4,1,1,65,1,6,3,1,3,2,4,1,3,2,8,13,1,2,2,5/5/2016,.879798189123987
634,4,2,9,11,3,2,10,1,1,6,2,2,2,2,2,2,1,6,72,1,6,1,1,6,16,4,1,1,1,18,34,1,1,3,5/7/2016,.828235415341373
635,3,1,9,11,2,3,8,3,99,1,2,2,2,2,1,2,1,3,68,1,6,2,2,1,22,8,1,1,5,11,3,10,1,2,5/5/2016,.764046603899543
636,1,1,9,10,3,2,4,2,99,1,1,1,2,2,2,2,1,1,54,2,2,4,2,4,21,7,2,4,3,11,19,12,3,2,5/1/2016,1.15024379632932
637,4,2,9,11,1,2,6,2,99,3,2,2,2,1,2,3,1,6,54,7,3,7,1,4,22,3,2,3,2,9,22,4,2,2,4/29/2016,.886193560295068
638,9,2,9,11,1,2,6,2,99,3,2,1,2,2,2,2,1,2,56,2,1,2,2,4,16,7,1,3,3,18,20,12,2,2,5/10/2016,.918911600408712
639,9,2,9,11,1,1,8,2,99,3,2,2,2,2,1,2,1,2,43,2,1,1,1,5,2,2,1,1,5,16,26,5,1,2,4/30/2016,.896673804270601
640,1,2,9,10,1,3,7,1,12,1,2,2,2,2,1,2,1,1,71,1,6,7,1,4,22,4,2,5,3,11,19,1,4,2,5/5/2016,.940975169965737
641,9,3,3,8,1,3,4,2,99,7,2,2,2,2,4,2,2, ,48,2,1,3,1,4,22,2,1,4,2,15,24,6,3,2,4/29/2016,1.02628006032981
