ID,Voting_Intention,EUREF_Int,EUREF_SQUEEZE,EUREF_likely,Optimism,Immigration,political_attention,Newspaper_Often,Newspaper_Read,TV_News,SOAPS_Eastenders,SOAPS_CoronationStreet,SOAPS_Hollyoaks,SOAPS_Emmerdale,PhoneResponse_Landline,PhoneResponse_Mobile,voted2015,pastvote_2015,Age,house_tenure,work_stat,work_type,gender,GOR,supermarket,Age_Gender,socialgrade_single,socialgrade_matrix,education_age,profile_education_level,pvbyregion_w8,bpcagegeneduc_w8,Socgrade_matrix_w8,threeway_attention_w8,respdate,W8
163,4,2,9,10,1,2,9,1,14,1,1,1,2,2,2,2,1,9,63,1,6,2,1,4,22,3,1,6,5,17,23,2,4,3,4/30/2016,.615576125638328
164,4,2,9,11,1,2,6,1,11,3,2,1,2,1,2,2,1,6,60,2,1,7,1,6,2,3,2,5,1,6,34,3,4,2,5/11/2016,1.0457085578292
165,4,2,9,9,1,2,4,2,99,7,2,2,2,2,2,2,2, ,55,2,1,4,2,4,12,7,2,4,2,6,24,12,3,2,4/29/2016,1.09442449459499
166,5,1,9,11,1,2,8,1,17,1,2,1,2,1,2,2,1,4,46,2,1,5,1,5,2,2,2,4,1,5,28,7,3,2,5/8/2016,1.27589220424362
167,2,2,9,11,3,2,11,1,7,1,2,2,2,2,1,1,1,2,70,6,6,6,1,4,2,4,2,4,1,1,20,1,3,3,5/11/2016,.878163386772508
168,8,4,9,1,1,2,3,2,99,1,2,1,2,2,1,2,2, ,40,2,1,1,2,4,16,6,1,3,3,11,24,15,2,1,5/3/2016,1.0742295642686
169,1,2,9,11,1,2,6,2,99,3,2,1,2,1,2,2,1,1,62,2,2,6,1,4,22,3,2,4,3,18,19,3,3,2,5/11/2016,1.114936124955
170,1,2,9,11,3,2,7,2,99,1,2,2,2,2,2,3,1,1,67,1,6,7,1,3,2,4,2,5,1,6,13,1,4,2,5/4/2016,.97990273355141
171,3,2,9,11,1,2,8,1,7,7,2,2,2,2,3,4,1,6,60,2,6,1,2,4,16,7,1,4,2,11,22,12,3,2,5/8/2016,1.08864276647949
172,2,1,9,11,1,3,7,1,4,1,2,2,2,2,3,1,1,2,50,2,1,1,1,2,21,3,1,2,5,16,8,2,1,2,5/3/2016,.986795477072838
173,1,1,9,10,1,2,9,1,8,4,1,2,2,2,5,1,1,1,34,2,2,3,2,1,22,6,1,3,3,11,1,15,2,3,5/3/2016,.92451798310695
174,3,3,1,11,1,3,3,2,99,3,1,1,2,1,2,2,1,2,47,4,4,8,2,1,22,6,2,6,3,14,2,15,4,1,5/5/2016,1.14236744606011
175,2,2,9,11,3,3,8,1,17,1,2,2,2,2,1,2,1,6,72,1,6,2,1,4,22,4,1,1,3,18,22,1,1,2,5/11/2016,.826801333955739
176,2,1,9,11,1,1,11,1,4,1,2,2,2,2,2,2,1,2,43,2,1,1,1,2,21,2,1,1,5,16,8,5,1,3,5/9/2016,.988380872291118
177,2,2,9,11,1,3,11,1,7,1,1,1,1,1,1,2,1,2,65,1,6,2,1,2,22,4,1,1,3,9,8,1,1,3,5/10/2016,.84398001091707
178,9,3,2,6,3,3,1,2,99,7,2,2,2,2,4,4,2, ,38,2,1,3,1,4,2,2,1,3,5,11,24,6,2,1,5/10/2016,1.10993322855369
179,4,2,9,4,1,2,1,2,99,1,2,2,2,2,4,3,1,2,46,2,1,2,1,1,21,2,1,2,2,9,2,7,1,1,5/8/2016,1.2055600694234
180,9,2,9,8,1,2,1,2,99,3,1,1,2,1,3,4,2, ,51,2,1,7,1,3,95,3,2,5,2,1,18,4,4,1,5/3/2016,1.29606187380921
181,4,2,9,11,1,2,1,2,99,1,2,2,2,2,3,3,1,3,47,2,1,6,1,6,21,2,2,4,2,12,32,6,3,1,4/30/2016,1.0895602009481
182,4,2,9,11,3,3,7,1,15,1,2,2,2,2,4,2,1,5,67,1,6,1,1,6,22,4,1,6,2,18,33,1,4,2,5/7/2016,1.20621121813623
183,3,1,9,11,3,3,7,2,99,1,2,2,2,2,1,3,1,1,72,1,6,3,1,4,16,4,1,3,2,18,19,1,2,2,5/4/2016,.844847373316423
184,1,3,2,11,3,3,9,2,99,1,2,2,2,2,1,1,1,1,63,1,1,1,1,1,21,3,1,3,2,15,1,3,2,3,5/11/2016,.987404533631334
185,7,3,1,11,1,3,6,2,99,1,2,2,2,2,2,4,1,1,42,2,2,1,2,1,22,6,1,2,5,18,1,15,1,2,4/30/2016,.98125371661608
186,4,2,9,11,1,2,2,2,99,1,1,1,2,1,1,4,2, ,75,5,6,7,2,1,24,8,2,6,1,1,6,10,4,1,5/9/2016,1.0232129598826
187,9,4,9,1,1,2,2,2,99,3,2,1,2,1,2,4,1,2,52,1,1,3,2,4,2,7,1,5,3,11,20,12,4,1,5/10/2016,1.27917653689244
188,2,3,1,10,1,1,10,1,18,1,2,2,2,2,1,1,1,2,80,6,6,3,1,4,1,4,1,3,3,9,20,1,2,3,5/1/2016,.759887749442581
189,4,2,9,11,1,2,11,1,7,1,1,2,2,2,1,1,1,6,52,2,1,3,2,4,22,7,1,3,5,4,22,13,2,3,5/1/2016,.891395813694411
190,2,1,9,10,3,1,10,1,4,7,2,2,2,2,2,2,1,2,39,2,1,2,2,2,24,6,1,1,5,18,8,15,1,3,5/7/2016,.902398267910873
191,8,4,9,1,4,4,1,2,99,1,2,2,2,2,3,3,2, ,41,8,1,3,1,4,2,2,1,4,3,18,24,6,3,1,5/5/2016,1.28269303432389
192,2,1,9,11,3,1,8,1,8,7,2,2,2,2,1,2,1,3,29,1,1,3,2,2,2,6,1,3,1,9,9,16,2,2,4/29/2016,1.0287525342723
193,9,3,3,6,4,4,6,3,99,7,2,2,2,2,6,6,2, ,44,2,1,5,1,4,22,2,2,4,3,9,24,7,3,2,5/7/2016,1.1290720618861
194,1,1,9,11,3,3,11,1,14,5,2,2,2,2,3,4,1,1,59,2,1,1,2,3,21,7,1,4,5,16,13,11,3,3,4/29/2016,1.16550070333656
195,7,2,9,11,1,1,10,1,4,1,2,2,2,2,5,3,1,7,59,2,1,1,1,1,1,3,1,1,5,16,5,2,1,3,5/11/2016,.723007491827757
196,4,2,9,8,1,2,6,2,99,1,1,2,2,2,3,3,1,6,43,4,1,3,2,1,16,6,1,4,2,9,4,16,3,2,5/4/2016,1.05598713543875
197,7,1,9,11,3,3,8,1,4,1,2,2,2,2,2,3,1,7,40,1,1,1,1,1,1,2,1,1,5,17,5,5,1,2,5/5/2016,.762986835238582
198,8,4,9,1,1,2,1,2,99,7,1,1,1,2,5,3,2, ,35,4,1,3,1,3,95,2,1,4,5,18,18,6,3,1,5/9/2016,1.34048734291979
199,4,2,9,10,1,2,8,2,99,1,2,2,2,2,4,3,1,6,35,6,2,7,1,1,22,2,2,2,1,9,4,7,1,2,5/5/2016,1.10659266873608
200,9,2,9,11,3,3,6,2,99,3,2,1,2,2,3,4,1,2,67,3,6,3,2,6,21,8,1,3,3,16,31,10,2,2,5/6/2016,.811058783834587
201,8,4,9,1,1,3,1,2,99,3,2,1,2,1,5,3,2, ,45,2,1,4,1,4,1,2,1,5,5,11,24,6,4,1,5/2/2016,1.23622282719433
202,4,2,9,11,1,3,9,1,13,1,2,2,2,2,1,2,1,6,61,2,6,6,1,1,16,3,2,1,3,11,4,3,1,3,5/11/2016,1.01291612976847
203,2,3,2,11,1,3,6,1,7,1,2,2,2,2,3,4,1,2,85,1,6,3,2,4,22,8,1,4,2,9,20,10,3,2,5/11/2016,.871190622580987
204,9,3,3,9,3,4,6,1,17,1,2,1,2,2,1,5,1,1,73,1,6,3,2,1,22,8,1,6,1,1,1,10,4,2,5/1/2016,.955403971604269
205,2,1,9,11,1,2,2,2,99,1,2,2,2,2,2,3,1,2,72,2,6,3,2,4,16,8,1,3,1,1,20,10,2,1,5/5/2016,.94220228744995
206,9,3,3,11,1,2,1,2,99,7,2,2,2,2,2,2,1,2,47,6,3,7,2,4,1,6,2,5,2,8,20,16,4,1,5/5/2016,1.12677892674104
207,2,1,9,10,1,3,7,1,4,4,2,2,2,2,4,3,1,2,32,2,1,2,1,2,24,2,1,1,5,16,8,5,1,2,5/3/2016,1.01452526002552
208,8,3,3,4,1,2,1,2,99,1,2,1,2,1,1,2,2, ,71,1,6,7,2,4,12,8,2,6,3,9,24,10,4,1,5/8/2016,1.08150927197497
209,5,3,3,6,1,2,6,2,99,1,2,2,2,2,4,4,1,4,63,4,6,8,1,5,23,3,2,4,2,9,28,4,3,2,5/2/2016,1.16344862007618
210,2,1,9,9,3,1,7,2,99,1,2,2,2,2,4,3,1,7,34,2,1,1,1,6,21,2,1,3,5,18,35,6,2,2,5/11/2016,.746573844217325
211,7,2,9,11,4,2,6,2,99,1,2,2,2,2,5,2,1,9,28,7,1,3,2,1,22,6,1,4,5,16,5,14,3,2,5/5/2016,.805140927732994
212,1,2,9,9,1,3,5,2,99,7,2,2,2,2,4,3,1,1,43,1,2,3,1,3,1,2,1,3,3,11,13,6,2,2,5/6/2016,.971961155516544
213,9,3,2,6,1,2,1,2,99,3,1,1,2,2,1,2,2, ,73,5,6,8,2,2,22,8,2,6,1,1,12,10,4,1,5/6/2016,1.29933286107323
214,9,2,9,9,3,3,6,2,99,1,2,2,2,2,3,3,1,1,75,1,6,3,2,2,21,8,1,6,3,11,7,10,4,2,5/6/2016,.96610697744634
215,5,3,2,11,2,3,6,2,99,1,1,1,2,2,3,3,1,4,49,2,1,3,2,5,16,6,1,3,3,9,28,16,2,2,5/11/2016,.942671713350271
216,1,3,3,6,3,2,6,2,99,1,1,1,2,2,1,5,1,1,73,1,6,3,2,1,22,8,1,6,2,16,1,10,4,2,5/2/2016,.955403971604269
217,9,1,9,8,3,3,7,1,18,7,2,2,2,2,2,3,1,3,69,1,6,2,1,1,21,4,1,3,5,16,3,1,2,2,5/5/2016,.764527475196502
218,4,2,9,11,1,3,11,2,99,3,1,1,2,1,2,4,1,6,67,1,6,4,2,4,1,8,2,1,2,1,22,10,1,3,5/5/2016,.778506009440619
219,2,2,9,9,3,3,7,1,18,1,2,2,2,2,1,1,1,2,45,1,1,3,2,3,21,6,1,3,5,17,14,14,2,2,5/11/2016,.95050720068112
220,2,2,9,11,1,2,9,1,7,5,2,2,2,2,1,1,1,2,68,5,6,2,1,2,21,4,1,6,2,20,8,1,4,3,5/5/2016,.909085325343013
221,4,2,9,11,1,2,6,2,99,1,1,2,2,2,1,3,1,6,68,6,6,5,2,3,22,8,2,6,1,18,16,10,4,2,5/9/2016,.840927805802465
222,1,1,9,11,3,2,6,1,7,1,1,2,2,2,2,4,1,1,69,1,6,3,2,2,1,8,1,6,1,3,7,10,4,2,5/2/2016,.96610697744634
223,1,2,9,11,1,2,11,1,14,5,2,1,2,2,1,1,1,1,72,1,6,2,1,2,22,4,1,3,1,1,7,1,2,3,5/11/2016,.87435429417558
224,1,1,9,11,1,3,7,1,18,1,2,1,2,2,1,1,1,1,59,1,1,2,2,1,22,7,1,4,3,16,1,11,3,2,5/11/2016,1.20685699615612
225,1,2,9,11,1,3,4,2,99,1,2,2,2,2,1,4,1,1,74,1,6,2,2,1,22,8,1,3,2,8,1,10,2,2,5/4/2016,.857802162723737
226,2,1,9,8,3,3,7,2,99,1,1,2,2,2,2,5,1,1,48,1,1,4,1,2,22,2,2,3,2,9,7,7,2,2,5/3/2016,1.09080619319645
227,6,1,9,11,3,1,10,1,15,5,2,2,2,2,4,4,1,5,56,2,1,2,1,6,21,3,1,1,5,17,33,2,1,3,4/29/2016,1.24270716084343
228,9,1,9,11,3,1,9,1,18,1,2,2,2,2,1,2,1,3,53,2,1,1,1,1,22,3,1,1,5,18,3,3,1,3,5/2/2016,.879483770710661
229,2,1,9,11,3,1,9,1,4,1,2,2,2,2,5,2,1,2,35,8, ,8,1,4,1,2,2,2,5,17,20,5,1,3,4/30/2016,.920172040952889
230,2,2,9,11,1,2,7,1,9,1,1,1,2,1,1,2,2, ,78,1,6,3,1,3,22,4,1,3,2,1,18,1,2,2,5/4/2016,.840067424759705
231,4,2,9,11,1,2,10,1,17,1,2,1,2,1,3,4,1,1,67,2,2,7,2,3,21,8,2,5,2,1,13,10,4,3,4/29/2016,.922664412123337
232,4,2,9,11,1,2,8,1,13,1,2,2,2,2,2,2,1,1,80,4,6,6,1,1,24,4,2,2,1,6,1,1,1,2,5/10/2016,.917730620626423
233,1,3,1,8,3,3,7,2,99,1,1,2,2,2,2,3,1,1,60,1,2,3,2,1,22,7,1,3,3,11,1,12,2,2,5/10/2016,1.04561923051881
234,1,1,9,11,3,2,11,1,14,1,2,2,2,2,2,3,1,1,62,1,6,2,1,3,95,3,1,1,3,11,13,3,1,3,4/29/2016,1.01208688234036
235,4,2,9,11,2,2,5,2,99,7,2,1,2,2,1,1,1,6,69,1,6,3,2,3,16,8,1,6,3,9,16,10,4,2,5/8/2016,.840927805802465
236,9,1,9,6,1,2,6,2,99,7,2,2,2,2,5,2,2, ,29,8,2,3,2,2,22,6,1,5,5,16,12,14,4,2,5/11/2016,1.18935857995948
237,1,2,9,11,1,2,6,2,99,5,2,2,2,2,1,4,1,3,69,1,6,3,2,4,2,8,1,2,2,9,21,10,1,2,5/10/2016,.792919438263157
238,1,1,9,11,3,3,9,1,18,1,2,2,2,2,1,2,1,1,36,2,1,2,1,4,21,2,1,1,5,16,19,5,1,3,4/29/2016,.996688198033835
239,4,2,9,11,1,3,8,1,4,1,2,2,2,2,1,3,1,2,68,1,6,3,2,1,16,8,1,3,1,4,2,10,2,2,5/11/2016,.741792279471999
240,9,2,9,9,1,3,6,2,99,1,2,2,2,2,4,3,1,1,41,2,1,7,1,3,1,2,2,5,3,15,13,6,4,2,5/11/2016,1.08255211816789
242,1,2,9,9,1,2,8,2,99,1,2,2,2,2,2,2,1,1,49,2,1,3,1,4,21,2,1,2,3,11,19,6,1,2,5/5/2016,.965098236346375
243,2,2,9,11,1,2,8,1,18,3,1,1,2,2,2,3,1,2,37,2,2,3,2,1,22,6,1,3,5,16,2,14,2,2,5/11/2016,.848655718242674
244,8,4,9,9,1,2,3,2,99,1,2,2,2,2,1,1,1,1,55,1,1,3,1,1,21,3,1,3,4,11,1,3,2,1,5/8/2016,1.26674878037308
245,9,3,3,9,1,2,6,1,12,3,1,1,2,1,1,1,1,1,63,1,6,8,2,2,16,7,2,3,2,9,7,13,2,2,4/29/2016,1.02697850311945
246,7,1,9,11,1,1,8,1,4,1,2,2,2,2,3,2,1,3,40,2,2,2,2,1,24,6,1,1,5,16,3,14,1,2,5/6/2016,.87411602593758
247,9,1,9,10,1,4,7,2,99,1,2,2,2,2,2,1,1,3,78,1,6,1,2,3,16,8,1,1,5,16,15,10,1,2,5/11/2016,.902943401859317
248,7,1,9,11,3,1,9,1,9,1,1,2,2,2,1,1,1,2,56,1,4,8,1,1,1,3,2,3,3,18,2,3,2,3,5/10/2016,.85386711714233
249,1,2,9,11,1,2,6,2,99,3,1,1,2,1,3,3,1,1,52,6,2,7,2,1,2,7,2,5,1,18,1,12,4,2,5/2/2016,1.16459110157922
250,2,1,9,6,1,3,6,2,99,1,2,2,2,2,2,2,1,2,34,2,2,3,2,4,22,6,1,3,5,19,20,15,2,2,5/11/2016,.833976989317962
251,3,1,9,11,1,2,10,1,16,1,2,2,2,2,1,3,1,3,52,1,1,2,1,4,16,3,1,3,5,20,21,3,2,3,5/1/2016,.88269288473174
252,3,1,9,11,3,3,9,2,99,6,2,2,2,2,2,2,1,3,70,1,6,3,2,1,21,8,1,3,2,9,3,10,2,3,5/6/2016,.71986970675933
253,2,1,9,8,3,4,6,2,99,1,2,2,2,2,5,1,1,2,35,2,1,3,1,4,2,2,1,3,2,4,20,7,2,2,4/29/2016,.948002736130707
254,9,1,9,10,3,3,7,1,18,1,2,2,2,2,3,3,1,1,33,2,1,2,1,3,21,2,1,2,5,18,13,6,1,2,5/6/2016,1.00502375633981
255,1,1,9,11,1,3,9,1,13,1,2,2,2,2,1,3,1,1,73,1,6,3,2,3,24,8,1,1,3,16,13,10,1,3,4/29/2016,.856586613938384
256,4,3,2,8,1,4,2,2,99,3,2,2,2,2,4,3,2, ,30,7,1,3,2,1,2,6,1,4,2,9,6,16,3,1,5/11/2016,1.13995226608045
257,1,1,9,11,1,2,7,2,99,1,2,2,2,2,1,1,1,1,38,2,1,2,1,2,22,2,1,2,3,11,7,6,1,2,5/6/2016,1.02522513193813
258,7,2,9,10,1,3,6,2,99,1,2,2,2,2,2,3,1,3,47,2,1,6,1,3,1,2,2,4,2,9,15,7,3,2,5/5/2016,1.26905742598743
259,9,1,9,11,1,3,7,2,99,7,2,2,2,2,4,4,1,4,30,2,1,1,2,5,22,6,1,3,5,16,28,14,2,2,5/9/2016,1.00441930659947
260,7,2,9,11,1,2,5,2,99,1,2,2,2,2,2,3,1,1,48,2,1,1,1,1,22,2,1,3,5,16,1,5,2,2,5/11/2016,1.03939344806287
261,1,3,1,7,1,3,4,2,99,1,2,2,2,2,2,2,1,1,32,2,1,1,1,1,21,2,1,2,5,16,1,5,1,2,5/3/2016,1.07474985143
262,9,3,3,11,1,2,1,2,99,3,1,2,1,1,2,4,1,1,44,2,1,3,2,2,22,6,1,3,2,18,7,15,2,1,5/11/2016,1.19935822406285
263,9,2,9,11,1,2,1,3,99,7,2,2,2,2,6,6,2, ,30,2,2,4,2,4,99,6,2,5,2,16,24,14,4,1,5/5/2016,1.23731272674789
264,1,2,9,11,1,3,9,1,7,1,2,2,2,2,2,2,1,1,40,7,1,3,1,3,2,2,1,3,4,11,13,6,2,3,5/1/2016,.946913647766994
265,9,3,1,6,1,2,6,2,99,1,2,2,2,2,3,3,1,1,61,1, ,1,2,1,21,7,1,6,5,14,1,12,4,2,5/1/2016,1.16459110157922
266,8,2,9,8,1,2,2,2,99,3,1,1,1,1,3,3,2, ,42,2,1,6,1,1,22,2,2,4,2,3,6,6,3,1,5/2/2016,1.21355236638388
267,1,3,3,11,3,2,7,2,99,7,2,2,2,2,2,2,1,1,29,1,4,3,2,2,95,6,1,3,5,16,7,14,2,2,4/30/2016,.992372100843376
268,5,3,2,7,1,3,8,2,99,4,2,2,2,2,2,3,1,4,43,5,3,7,1,5,1,2,2,6,3,12,28,6,4,2,5/11/2016,1.11771797718641
269,6,2,9,11,1,2,6,2,99,1,2,1,2,2,1,1,1,6,63,1,6,4,2,6,22,7,2,3,4,13,34,12,2,2,5/11/2016,.968613837790039
270,9,2,9,11,1,2,1,2,99,7,2,2,2,2,1,1,1,2,42,2,1,1,1,2,21,2,1,3,5,16,8,5,2,1,4/30/2016,1.2262874710315
271,4,3,2,10,1,2,5,2,99,1,2,2,2,1,2,4,1,6,55,4,1,7,2,1,21,7,2,5,3,9,4,13,4,2,5/4/2016,1.12220973840855
272,1,2,9,11,1,2,9,1,13,7,2,2,2,2,1,5,1,1,79,4,6,8,1,1,22,4,2,4,2,9,1,1,3,3,5/2/2016,.999252294060125
273,9,2,9,11,1,2,4,2,99,3,1,2,2,2,2,2,1,4,73,4,6,5,2,5,12,8,2,4,3,12,28,10,3,2,5/1/2016,1.01459262723322
274,1,3,2,10,1,2,6,1,13,1,2,2,2,2,2,2,1,1,72,1,2,6,1,4,1,4,2,4,5,16,19,1,3,2,5/10/2016,.976346876498063
275,1,1,9,9,3,2,8,2,99,1,2,2,2,2,1,3,1,1,71,4,2,7,1,1,22,4,2,4,3,9,1,1,3,2,5/2/2016,1.02568424974927
276,4,2,9,11,1,2,11,1,14,1,2,2,2,2,2,3,1,6,69,1,6,2,1,1,22,4,1,1,3,18,4,1,1,3,4/29/2016,.887008212684713
277,2,1,9,11,1,3,6,2,99,6,2,2,2,2,1,1,1,2,34,2,4,1,2,1,16,6,1,2,5,17,2,14,1,2,5/10/2016,.877523914352558
278,4,2,9,11,1,2,9,1,13,1,2,2,2,2,2,2,1,1,68,1,6,2,1,3,12,4,2,2,3,20,13,1,1,3,4/29/2016,.886282042711241
279,2,1,9,11,3,2,8,1,4,1,2,2,2,2,5,2,1,2,34,4,1,1,1,2,24,2,1,2,5,16,8,5,1,2,5/3/2016,1.01452526002552
280,1,2,9,11,1,2,11,1,13,1,2,1,2,2,2,2,1,1,68,1,6,1,1,1,2,4,1,1,2,16,1,1,1,3,4/29/2016,.894080637598118
281,2,2,9,11,1,2,11,1,4,1,1,2,2,2,5,2,1,2,28,4,1,3,1,2,1,2,1,4,4,18,8,6,3,3,5/9/2016,1.04206898417804
282,2,2,9,11,1,2,8,1,12,5,2,2,2,2,2,3,1,2,65,2,6,1,2,4,22,8,1,4,1,19,20,10,3,2,4/29/2016,.871190622580987
283,3,1,9,11,3,2,11,1,14,4,2,2,2,2,5,2,1,3,41,2,1,2,1,4,22,2,1,3,4,11,21,6,2,3,5/10/2016,.853944458737064
284,1,2,9,11,3,2,9,1,7,1,2,2,2,2,2,1,1,1,61,1,6,7,1,1,21,3,2,6,3,5,1,4,4,3,5/11/2016,1.06734302517992
285,4,2,9,9,1,2,7,1,8,1,2,2,2,1,5,3,1,6,55,4,1,3,1,4,16,3,1,3,3,15,22,3,2,2,4/29/2016,.913102634403868
286,8,4,9,1,3,2,1,2,99,3,2,2,2,2,1,4,2, ,44,1,1,8,1,1,22,2,2,4,2,1,6,7,3,1,5/3/2016,1.33510152392464
287,9,1,9,6,3,2,5,1,7,4,2,2,2,2,3,3,1,99,26,2,1,3,2,4,1,6,1,4,3,18,24,15,3,2,5/3/2016,.993267300828723
288,1,3,3,11,3,3,9,1,13,4,2,2,2,2,3,2,1,1,73,4,6,8,1,1,23,4,2,6,5,16,1,1,4,3,5/11/2016,.963050755705207
289,3,1,9,11,3,3,8,2,99,7,2,2,2,2,2,2,1,3,67,1,6,1,1,1,95,4,1,1,5,17,3,1,1,2,5/11/2016,.790533932951914
290,1,3,1,11,3,3,8,1,13,1,2,2,2,2,2,3,1,1,57,4,1,6,2,3,95,7,2,4,3,18,13,12,3,2,5/6/2016,1.19782867417712
291,3,1,9,11,3,1,9,1,14,1,2,2,2,2,1,1,1,9,68,1,2,2,1,1,22,4,1,1,5,17,5,1,1,3,5/11/2016,.634726076231992
292,2,1,9,11,2,1,9,1,9,1,1,1,2,1,2,2,1,2,69,1,6,9,2,2,22,8,2,2,2,9,8,10,1,3,5/11/2016,.815701937919862
293,1,2,9,11,1,3,8,1,12,1,1,2,2,2,3,3,1,1,36,7,1,7,1,1,22,2,2,4,3,11,1,6,3,2,5/2/2016,1.13312946185313
294,7,1,9,11,3,3,7,1,12,1,2,2,2,2,2,1,1,7,42,2,1,6,1,1,1,2,2,4,2,6,5,6,3,2,5/11/2016,.804431711122897
295,1,2,9,11,1,3,4,2,99,1,2,2,2,2,5,3,1,1,47,2,1,4,1,2,21,2,2,3,5,16,7,5,2,2,5/11/2016,1.05103735417742
296,4,2,9,11,1,2,6,1,18,1,2,2,2,2,3,4,2, ,61,1,1,2,1,3,95,3,1,1,2,17,18,2,1,2,4/29/2016,.989459494400818
297,1,1,9,11,3,2,8,1,13,1,2,2,2,2,2,2,1,1,55,4,1,2,1,4,16,3,1,2,5,17,19,2,1,2,4/30/2016,.99508947759359
298,2,1,9,11,1,2,8,2,99,1,2,2,2,2,1,3,1,2,69,1,6,3,2,4,16,8,1,3,1,14,20,10,2,2,5/9/2016,.753854113596794
299,1,1,9,11,1,2,8,2,99,1,2,2,2,2,2,3,1,1,75,1,6,2,1,4,16,4,1,6,3,9,19,1,4,2,5/5/2016,.940975169965737
300,1,2,9,11,1,2,9,1,7,1,2,2,2,2,2,3,1,1,74,1,6,5,2,1,21,8,2,5,1,1,1,10,4,3,5/11/2016,.930783143655656
301,9,3,3,11,1,2,11,1,10,1,2,2,2,2,1,4,1,9,34,2,1,2,1,5,21,2,1,2,5,17,29,5,1,3,5/10/2016,.916242094476294
302,2,2,9,8,3,2,6,2,99,7,2,2,2,2,1,5,1,2,73,5,6,7,1,2,21,4,2,6,1,1,8,1,4,2,5/9/2016,.933132208377414
303,1,3,3,11,1,2,8,1,14,5,2,2,2,2,2,2,1,1,38,2,2,1,2,1,22,6,1,2,5,13,1,15,1,2,5/7/2016,.98125371661608
304,1,2,9,11,1,2,8,1,17,3,2,1,2,2,1,1,1,1,68,1,6,3,2,1,21,8,1,4,3,17,1,10,3,2,5/1/2016,.991318063688798
305,7,2,9,11,1,2,3,2,99,7,1,2,2,2,2,4,1,9,61,1,4,8,2,1,2,7,2,4,2,6,5,12,3,1,5/9/2016,1.07217565325397
306,4,2,9,11,1,3,8,1,7,1,1,2,2,2,2,4,1,6,41,2,1,7,1,3,16,2,2,4,2,5,16,7,3,2,5/1/2016,1.09725349370701
307,2,2,9,11,1,2,6,2,99,4,1,1,2,1,1,4,1,2,66,1,6,4,2,5,12,8,2,4,2,1,26,10,3,2,5/9/2016,.827065887217658
308,4,2,9,11,1,2,10,1,16,1,2,2,2,2,1,4,1,1,67,1,6,2,2,1,12,8,1,1,2,9,1,10,1,3,5/10/2016,.864123912073401
309,1,2,9,10,3,3,7,1,6,1,2,2,2,2,2,3,1,1,58,2,1,2,1,1,21,3,1,2,5,18,1,3,1,2,5/11/2016,1.04799948311793
310,4,3,2,6,3,3,6,2,99,3,2,2,2,2,2,2,1,6,42,2,1,3,2,1,21,6,1,5,1,4,4,16,4,2,5/10/2016,1.01773017169383
311,8,2,9,11,1,2,1,2,99,1,2,2,2,2,5,2,2, ,44,2,1,3,2,4,22,6,1,3,3,9,24,16,2,1,5/9/2016,1.04261747093618
312,3,1,9,11,2,3,8,1,16,1,2,1,2,2,4,1,1,3,43,1,1,1,1,3,2,2,1,2,5,16,15,5,1,2,4/29/2016,1.09409080164144
313,3,1,9,9,3,1,8,2,99,1,2,2,2,2,2,2,1,3,62,4, ,1,1,1,21,3,1,6,5,15,3,3,4,2,4/29/2016,.972386339225722
314,9,3,1,10,1,2,9,1,4,5,2,1,2,2,4,4,1,2,26,8, ,8,1,4,22,2,2,3,6,11,20,6,2,3,5/9/2016,.839489537647811
315,4,2,9,11,1,2,6,1,12,1,2,2,2,2,2,3,1,2,60,5,6,7,2,3,16,7,2,6,2,1,14,13,4,2,5/8/2016,1.09557502520035
316,8,1,9,11,1,3,6,2,99,5,2,2,2,2,2,4,1,2,45,2,1,4,2,6,22,6,2,3,1,13,31,15,2,2,5/6/2016,.897261619327102
317,1,2,9,11,3,2,6,2,99,1,2,2,2,2,3,3,1,1,42,2,1,3,2,1,2,6,1,1,3,9,1,16,1,2,4/29/2016,.952377687595628
318,3,3,3,9,1,2,3,2,99,1,1,1,2,2,2,2,2, ,39,2,2,8,2,3,2,6,2,5,3,9,18,16,4,1,5/2/2016,1.21357014779037
319,9,1,9,11,3,4,6,1,18,7,2,2,2,2,4,3,1,1,33,2,2,1,2,4,16,6,1,1,5,16,19,14,1,2,5/3/2016,.965949102479731
320,1,3,3,6,1,2,2,2,99,1,1,1,2,1,2,2,2, ,54,2,1,3,2,1,22,7,1,3,3,11,6,12,2,1,5/3/2016,1.1198311704449
321,8,2,9,7,1,2,5,2,99,1,2,2,2,2,1,2,2, ,40,2,1,3,2,4,1,6,1,1,3,19,24,15,1,2,5/3/2016,.888725567015682
322,9,2,9,11,1,3,4,2,99,1,2,2,2,2,1,2,1,1,45,1,1,3,2,1,22,6,1,3,5,18,1,15,2,2,4/30/2016,.948973086696467
323,8,4,9,1,3,3,1,2,99,7,2,2,2,2,5,2,2, ,34,4,1,4,1,4,22,2,2,6,1,19,24,6,4,1,4/29/2016,1.23622282719433
324,9,1,9,6,1,3,7,1,6,3,1,1,2,2,1,1,2, ,44,2,1,3,1,2,21,2,1,4,5,16,12,5,3,2,4/30/2016,1.30702047962515
325,8,2,9,11,1,2,9,1,8,3,2,2,2,2,3,4,1,2,49,6,1,3,2,3,22,6,1,3,2,9,14,16,2,3,4/29/2016,.869085095721438
