ID,Phone_Type,Voting_Intention,EUREF_Int,EUREF_SQUEEZE,EUREF_likely,Optimism,Immigration,political_attention,Newspaper_Often,Newspaper_Read,TV_News,SOAPS_Eastenders,SOAPS_CoronationStreet,SOAPS_Hollyoaks,SOAPS_Emmerdale,PhoneResponse_Landline,PhoneResponse_Mobile,voted2015,pastvote_2015,Age,house_tenure,work_stat,work_type,gender,GOR,supermarket,Age_Gender,socialgrade_single,education_age,education_ageR,Education_still,pvbyregion_w8,bpcagegeneduc_w8,socgrade_single_w8,threeway_attention_w8,respdate,W8
3913,1,1,2, ,11,1,3,6,1,1,2,2,1,2,1, ,4,1,9,76,7,6,2,2,3,11,8,1, , , ,17,10,1,2,5/7/2016,.266450077363908
3530,1,7,3,3,6,1,2,6,1,13,2,1,1,1,1, ,4,1,6,29,3,3,1,2,4,2,6,1,13,1, ,22,16,1,2,5/10/2016,.726617124997725
3356,1,8,3,3,11,1,2,7,2, ,1,2,2,2,2, ,2,1,1,94,1,6,3,2,1,10,8,1,14,1, ,1,10,1,2,5/4/2016,.987820050479254
3658,1,1,2, ,11,1,2,11,1,7,1,2,2,2,2, ,4,1,1,90,1,6,3,2,1,6,8,1,14,1, ,1,10,1,3,5/9/2016,.549106226004665
3240,1,2,3,3,6,3,1,1,1,9,1,2,2,2,2, ,5,1,2,86,1,6,3,2,1,6,8,1,14,1, ,2,10,1,1,5/9/2016,1.30143527165548
3781,1,2,1, ,11,4,3,9,3, ,1,2,2,2,2, ,5,1,2,86,1,6,3,2,1,2,8,1,14,1, ,2,10,1,3,5/5/2016,.428614926419335
3905,1,8,3,3,8,4,3,6,2, ,6,2,2,2,2, ,5,1,9,83,7,6,1,2,1,11,8,1,14,1, ,5,10,1,2,5/9/2016,.291609449270678
3338,1,4,1, ,9,1,2,6,1,16,1,1,1,2,1, ,5,2, ,74,3,6,4,2,1,6,8,1,14,1, ,6,10,1,2,5/4/2016,1.05366752594473
3694,1,1,1, ,1,1,4,11,1,7,5,2,1,2,2, ,5,2, ,93,1,6,9,2,1,6,8,2,14,1, ,6,10,2,3,5/9/2016,.497825891676282
3452,1,2,1, ,9,3,3,8,2, ,2,2,2,2,2, ,4,1,2,51,1,2,7,2,2,2,7,2,14,1, ,8,13,2,2,5/11/2016,.829210433182666
3576,1,1,2, ,11,4,2,6,2, ,2,2,1,2,1, ,4,1,1,84,1,6,8,2,3,1,8,2,14,1, ,13,10,2,2,5/5/2016,.66087693810946
3760,1,1,3,1,11,3,2,11,2, ,1,1,2,2,2, ,3,1,1,89,1,6,4,2,3,1,8,1,14,1, ,13,10,1,3,5/5/2016,.432218919936593
3767,1,3,2, ,11,1,2,9,1,7,1,2,2,2,2, ,5,1,1,84,1,6,3,2,3,6,8,1,14,1, ,13,10,1,3,5/5/2016,.432218919936593
3786,1,1,2, ,11,1,2,11,1,1,1,2,2,2,2, ,3,1,1,83,5,6,5,1,3,11,4,2,14,1, ,13,1,2,3,5/7/2016,.416658939754357
3790,1,4,2, ,11,1,3,9,2, ,4,2,2,2,2, ,4,1,1,80,4,6,6,1,3,7,4,2,14,1, ,13,1,2,3,5/5/2016,.416658939754357
3540,1,2,3,3,8,1,2,8,2, ,1,2,2,2,2, ,1,1,2,82,1,6,7,1,3,3,4,2,14,1, ,14,1,2,2,5/5/2016,.706611965639178
3606,1,2,1, ,11,1,2,6,2, ,2,2,2,2,2, ,3,1,2,74,3,6,5,2,3,2,8,2,14,1, ,14,10,2,2,5/5/2016,.62301630237414
3607,1,2,1, ,10,3,1,5,1,9,1,2,2,2,1, ,4,1,2,87,1,6,9,2,3,7,8,2,14,1, ,14,10,2,2,5/7/2016,.62301630237414
3730,1,2,2, ,11,1,2,11,1,7,1,1,1,1,1, ,3,1,2,84,3,6,4,1,3,6,4,1,14,1, ,14,1,1,3,5/5/2016,.462130001807165
3732,1,2,1, ,11,3,1,11,1,9,1,2,1,2,1, ,4,1,2,91,1,6,1,1,3,6,4,1,14,1, ,14,1,1,3,5/5/2016,.462130001807165
3846,1,2,1, ,11,1,2,9,1,9,4,2,2,2,2, ,4,1,2,89,1,6,7,2,3,5,8,2,14,1, ,14,10,2,3,5/5/2016,.346320294237873
3303,1,2,1, ,11,1,3,7,2, ,1,2,2,2,2, ,1,1,3,84,1,6,6,1,3,2,4,2,14,1, ,15,1,2,2,5/5/2016,1.11267582822827
3295,1,4,2, ,11,1,2,8,1,12,1,2,2,2,2, ,4,1,6,68,3,6,5,1,3,2,4,2,14,1, ,16,1,2,2,5/5/2016,1.11802107796874
3662,1,4,2, ,11,1,3,11,1,1,1,2,1,2,1, ,5,1,6,84,3,6,7,2,3,5,8,2,14,1, ,16,10,2,3,5/5/2016,.547957588484982
3663,1,4,2, ,11,1,2,11,2, ,2,1,1,2,1, ,5,1,6,83,3,6,7,2,3,6,8,2,14,1, ,16,10,2,3,5/5/2016,.547957588484982
3115,1,7,2, ,9,1,2,6,2, ,1,2,2,2,2, ,4,2, ,66,3,6,4,2,3,5,8,1,14,1, ,18,10,1,2,5/5/2016,1.97195536342627
3596,2,1,1, ,3,1,2,1,1,11,4,2,2,2,1,1, ,1,1,59,2,1,6,1,4,7,3,2,14,1, ,19,4,2,1,5/5/2016,.644999808608109
3878,1,1,1, ,11,3,1,8,2, ,1,2,2,2,2, ,4,1,1,86,1,6,5,1,4,7,4,2,14,1, ,19,1,2,2,5/7/2016,.32630129912167
3956,1,1,3,1,11,3,2,11,1,7,1,2,2,2,2, ,6,1,1,83,1,6,3,2,4,2,8,1,14,1, ,19,10,1,3,5/6/2016,.188157010001441
3971,1,1,3,1,10,4,2,10,1,12,2,2,2,2,2, ,5,1,1,83,1,6,6,1,4,1,4,2,14,1, ,19,1,2,3,5/7/2016,.181383314515828
3554,1,2,3,3,6,3,2,6,2, ,6,2,2,2,2, ,4,1,2,92,1,6,7,2,4,11,8,2,14,1, ,20,10,2,2,5/9/2016,.683833116996778
3684,1,2,1, ,11,1,3,11,1,7,1,2,2,2,2, ,6,1,2,94,1,6,1,1,4,5,4,1,14,1, ,20,1,1,3,5/7/2016,.50724162175092
3773,1,8,1, ,10,4,2,9,1,16,6,2,2,2,2, ,2,1,2,87,1,6,7,1,4,11,4,2,14,1, ,20,1,2,3,5/6/2016,.431131977932029
3848,1,7,2, ,11,1,2,9,1,12,2,2,1,2,1, ,4,1,6,68,3,6,2,1,4,5,4,1,14,1, ,22,1,1,3,5/6/2016,.345677625214462
3888,1,4,2, ,11,1,2,11,1,4,1,2,2,2,2, ,4,1,6,74,7,6,1,2,4,1,8,1,14,1, ,22,10,1,3,5/6/2016,.304782265723137
3903,1,4,2, ,11,1,2,9,1,7,1,2,2,2,2, ,5,1,6,80,1,6,6,1,4,7,4,2,14,1, ,22,1,2,3,5/9/2016,.293810034301049
3993,1,2,2, ,9,1,3,9,1,7,2,2,1,2,1, ,4,1,9,85,1,6,3,2,4,7,8,1,14,1, ,23,10,1,3,5/5/2016,.105824353097611
3337,1,1,1, ,1,2,2,1,1,12,4,2,1,2,1, ,4,2, ,85,1,6,7,1,4,7,4,2,14,1, ,24,1,2,1,5/4/2016,1.0560900912778
3223,1,1,2, ,10,3,2,8,1,12,4,1,2,2,1, ,1,1,1,54,1,1,1,1,1,7,3,1,15,1, ,1,4,1,2,5/10/2016,1.31209833366275
3293,1,1,3,3,7,3,3,6,2, ,1,2,2,2,2, ,2,1,1,66,1,6,2,1,1,1,4,1,15,1, ,1,1,1,2,5/4/2016,1.12036469175371
3300,1,8,1, ,10,4,3,6,2, ,6,2,2,2,2, ,5,1,1,64,1,6,7,1,1,7,3,2,15,1, ,1,4,2,2,5/11/2016,1.11522305263648
3323,1,1,3,1,11,4,3,4,2, ,1,1,2,2,2, ,3,1,1,61,2,1,1,2,1,6,7,1,15,1, ,1,13,1,2,5/10/2016,1.09475005377753
3354,1,1,1, ,6,1,3,6,2, ,1,2,2,2,1, ,4,1,1,81,1,6,2,2,1,2,8,1,15,1, ,1,10,1,2,5/9/2016,.987820050479254
3441,1,1,1, ,11,1,3,8,2, ,1,2,2,2,1, ,4,1,1,78,1,6,7,2,1,7,8,2,15,1, ,1,10,2,2,5/5/2016,.839601471846815
3442,1,8,2, ,11,3,2,7,1,16,1,2,2,2,2, ,4,1,1,70,1,6,7,2,1,9,8,2,15,1, ,1,10,2,2,5/4/2016,.839601471846815
3443,1,1,2, ,11,1,2,8,1,7,1,1,2,2,2, ,5,1,1,68,3,6,7,2,1,5,8,2,15,1, ,1,10,2,2,5/9/2016,.839601471846815
3625,1,1,3,1,11,1,2,9,1,7,1,2,2,2,2, ,4,1,1,61,2,3,4,2,1,7,7,1,15,1, ,1,13,1,3,5/11/2016,.608546131612266
3670,1,3,3,3,11,1,2,9,1,18,2,1,1,1,1, ,1,1,1,86,4,6,7,1,1,6,4,2,15,1, ,1,1,2,3,5/4/2016,.529338276013424
3671,1,1,2, ,11,1,3,9,1,7,4,2,2,2,2, ,3,1,1,76,1,6,7,1,1,5,4,2,15,1, ,1,1,2,3,5/4/2016,.529338276013424
3673,1,4,2, ,11,3,3,9,1,1,1,2,2,2,2, ,4,1,1,75,2,6,6,1,1,5,4,2,15,1, ,1,1,2,3,5/5/2016,.529338276013424
3724,1,8,2, ,6,1,2,11,1,7,1,2,2,2,2, ,4,1,1,71,1,6,7,2,1,7,8,2,15,1, ,1,10,2,3,5/4/2016,.466714960209698
3725,1,1,2, ,11,1,2,11,1,1,1,2,1,2,2, ,4,1,1,73,1,6,7,2,1,5,8,2,15,1, ,1,10,2,3,5/4/2016,.466714960209698
3140,1,8,2, ,11,1,2,1,1,17,6,2,2,2,2, ,4,1,2,39,3,1,4,2,1,3,6,1,15,1, ,2,16,1,1,5/11/2016,1.72471380524913
3586,1,2,3,2,6,1,3,6,2, ,1,1,1,2,1, ,4,1,2,76,3,6,7,2,1,5,8,2,15,1, ,2,10,2,2,5/9/2016,.655366313537538
3587,1,7,2, ,11,1,2,4,1,9,1,1,2,2,2, ,5,1,2,78,4,6,7,2,1,3,8,2,15,1, ,2,10,2,2,5/4/2016,.655366313537538
3780,1,2,3,2,11,1,2,9,1,9,1,1,1,2,2, ,6,1,2,80,1,6,3,2,1,4,8,1,15,1, ,2,10,1,3,5/5/2016,.428614926419335
3840,1,2,1, ,11,1,3,9,1,5,1,2,2,2,2, ,4,1,2,75,3,6,7,2,1,6,8,2,15,1, ,2,10,2,3,5/4/2016,.364302914182188
3387,1,4,2, ,11,4,2,8,1,7,1,2,2,2,2, ,6,1,6,75,1,6,2,1,1,9,4,1,15,1, ,4,1,1,2,5/9/2016,.903311918407252
3391,2,2,2, ,11,1,3,8,2, ,1,2,2,2,2,2, ,1,6,55,2,1,6,1,1,1,3,2,15,1, ,4,4,2,2,5/9/2016,.899166389787044
3479,1,4,2, ,11,3,2,5,1,1,1,2,2,2,2, ,5,1,6,66,1,6,4,2,1,6,8,1,15,1, ,4,10,1,2,5/9/2016,.796445685415908
3500,2,1,1, ,11,1,2,6,1,1,4,2,2,2,2,2, ,1,6,65,1,6,7,1,1,5,4,2,15,1, ,4,1,2,2,5/4/2016,.767773458195691
3557,1,4,2, ,11,1,2,6,2, ,2,1,1,2,1, ,6,1,6,71,4,6,6,2,1,7,8,2,15,1, ,4,10,2,2,5/9/2016,.676942090208449
3782,1,4,2, ,11,1,2,9,1,7,2,2,2,2,2, ,5,1,6,81,1,6,6,1,1,2,4,2,15,1, ,4,1,2,3,5/9/2016,.42678743547658
3923,1,8,1, ,11,2,3,8,2, ,1,2,2,2,2, ,4,1,9,75,1,6,7,2,1,2,8,2,15,1, ,5,10,2,2,5/5/2016,.247854579073704
3936,1,4,3,3,11,3,3,9,2, ,1,2,2,2,2, ,2,1,9,48,2,1,3,2,1,7,6,1,15,1, ,5,16,1,3,5/11/2016,.214819939692278
3989,1,8,2, ,11,1,4,11,1,1,1,1,2,2,2, ,1,1,9,69,4,6,5,2,1,11,8,2,15,1, ,5,10,2,3,5/9/2016,.137776604602333
3074,1,7,3,3,6,4,3,1,2, ,4,1,2,2,2, ,3,2, ,45,2,1,8,1,1,11,2,2,15,1, ,6,7,2,1,5/10/2016,2.37198141923805
3174,1,8,2, ,11,1,3,1,2, ,4,2,2,2,2, ,4,2, ,65,1,6,6,2,1,7,8,2,15,1, ,6,10,2,1,5/10/2016,1.51158565564512
3206,1,8,2, ,8,3,2,5,2, ,6,2,2,2,2, ,2,2, ,60,1,1,2,1,1,10,3,1,15,1, ,6,4,1,2,5/12/2016,1.39956199953209
3207,2,7,4, ,1,3,3,7,2, ,6,2,2,2,2,3, ,2, ,64,1,1,2,1,1,3,3,1,15,1, ,6,4,1,2,5/4/2016,1.39956199953209
3209,1,4,3,1,1,1,2,5,2, ,2,1,1,1,1, ,4,2, ,45,2,4,2,2,1,7,6,1,15,1, ,6,16,1,2,5/11/2016,1.39636213011802
3458,1,7,3,3,6,1,2,6,1,7,1,1,2,2,2, ,3,1,1,60,1,6,7,2,2,7,7,2,15,1, ,7,13,2,2,5/10/2016,.824268259533119
3654,1,1,2, ,11,1,2,11,1,13,1,2,1,2,2, ,3,1,1,67,1,6,2,1,2,9,4,1,15,1, ,7,1,1,3,5/9/2016,.551691371622406
3707,1,1,2, ,11,1,2,11,1,11,2,2,2,2,2, ,3,1,1,65,1,3,4,2,2,4,8,1,15,1, ,7,10,1,3,5/10/2016,.486423574909318
3721,1,1,2, ,11,1,2,10,1,12,3,2,2,2,2, ,2,1,1,73,2,6,6,1,2,7,4,2,15,1, ,7,1,2,3,5/10/2016,.468912214724364
3498,1,8,1, ,11,2,1,11,1,18,4,2,2,2,2, ,4,1,2,45,1,1,4,1,2,11,2,1,15,1, ,8,7,1,3,5/10/2016,.767872858432706
3717,1,2,2, ,11,1,3,10,1,7,1,2,2,2,2, ,4,1,2,77,3,6,7,1,2,6,4,2,15,1, ,8,1,2,3,5/6/2016,.471723733383198
3718,1,2,3,1,11,1,3,11,1,9,1,1,1,2,1, ,3,1,2,76,1,2,7,1,2,4,4,2,15,1, ,8,1,2,3,5/6/2016,.471723733383198
3588,1,2,1, ,11,4,3,6,1,14,1,2,2,2,2, ,5,1,6,75,1,6,8,2,2,11,8,2,15,1, ,10,10,2,2,5/9/2016,.654168493640955
3712,2,8,2, ,11,1,2,9,1,1,4,2,1,2,2,3, ,1,6,63,1,6,6,1,2,6,3,2,15,1, ,10,4,2,3,5/4/2016,.483010644008524
3792,1,4,2, ,11,1,3,11,1,11,1,2,2,2,2, ,1,1,6,71,3,6,6,1,2,7,4,2,15,1, ,10,1,2,3,5/9/2016,.412429508829374
3841,1,2,2, ,8,1,2,5,2, ,2,2,2,2,1, ,2,1,9,55,3,1,5,1,2,6,3,2,15,1, ,11,4,2,2,5/11/2016,.360439718881424
3064,1,8,2, ,11,1,2,3,2, ,6,1,2,2,2, ,1,2, ,56,4,3,7,1,2,6,3,2,15,1, ,12,4,2,1,5/9/2016,2.5490576473398
3298,1,2,3,3,11,2,3,1,2, ,1,2,1,2,2, ,4,1,1,79,1,6,5,2,3,1,8,2,15,1, ,13,10,2,1,5/5/2016,1.11546104877202
3299,1,6,2, ,11,1,2,1,2, ,6,2,1,2,2, ,1,1,1,78,1,6,7,2,3,7,8,2,15,1, ,13,10,2,1,5/5/2016,1.11546104877202
3407,1,1,1, ,10,3,2,7,1,12,6,2,2,2,2, ,1,1,1,67,3,1,2,1,3,7,4,1,15,1, ,13,1,1,2,5/7/2016,.881874570114175
3408,1,1,1, ,11,1,3,8,1,12,4,2,1,2,1, ,4,1,1,70,1,6,2,1,3,7,4,1,15,1, ,13,1,1,2,5/5/2016,.881874570114175
3410,1,1,2, ,11,1,2,7,1,15,1,2,2,2,2, ,3,1,1,74,1,6,1,1,3,5,4,1,15,1, ,13,1,1,2,5/5/2016,.881874570114175
3487,1,4,2, ,11,1,2,6,1,15,4,2,2,2,2, ,1,1,1,79,1,6,4,2,3,7,8,1,15,1, ,13,10,1,2,5/5/2016,.77754448063065
3490,1,8,2, ,11,1,3,8,2, ,1,2,1,2,2, ,4,1,1,68,1,6,2,2,3,5,8,1,15,1, ,13,10,1,2,5/5/2016,.77754448063065
3491,1,8,3,3,11,1,2,7,2, ,1,2,2,2,2, ,4,1,1,70,1,6,1,2,3,1,8,1,15,1, ,13,10,1,2,5/7/2016,.77754448063065
3571,1,8,2, ,11,1,2,6,1,18,5,2,2,2,2, ,4,1,1,77,1,6,7,2,3,7,8,2,15,1, ,13,10,2,2,5/5/2016,.66087693810946
3572,1,8,1, ,11,1,3,4,1,1,1,2,2,2,2, ,4,1,1,68,1,6,7,2,3,5,8,2,15,1, ,13,10,2,2,5/5/2016,.66087693810946
3573,1,1,1, ,11,3,3,8,1,7,1,2,2,2,2, ,3,1,1,70,1,6,7,2,3,7,8,2,15,1, ,13,10,2,2,5/5/2016,.66087693810946
3574,1,1,1, ,8,1,3,7,2, ,1,1,1,2,2, ,2,1,1,75,1,6,7,2,3,7,8,2,15,1, ,13,10,2,2,5/5/2016,.66087693810946
3575,1,1,2, ,11,1,3,7,1,7,1,2,2,2,2, ,5,1,1,71,3,6,7,2,3,5,8,2,15,1, ,13,10,2,2,5/4/2016,.66087693810946
3578,2,8,3,1,8,3,3,5,2, ,6,2,1,2,1,1, ,1,1,67,1,6,6,2,3,1,8,2,15,1, ,13,10,2,2,5/5/2016,.66087693810946
3699,1,1,2, ,11,1,3,9,1,12,1,2,2,2,2, ,2,1,1,80,1,6,2,1,3,7,4,1,15,1, ,13,1,1,3,5/5/2016,.49021359383214
3700,1,4,2, ,11,1,2,11,1,1,1,1,1,2,2, ,4,1,1,67,1,6,2,1,3,7,4,1,15,1, ,13,1,1,3,5/7/2016,.49021359383214
3713,2,1,2, ,11,4,2,9,1,7,1,2,2,2,2,2, ,1,1,56,1,1,2,2,3,10,7,1,15,1, ,13,13,1,3,5/4/2016,.479005954186377
3755,1,8,1, ,11,1,3,10,2, ,1,2,1,2,1, ,4,1,1,74,1,6,2,2,3,5,8,1,15,1, ,13,10,1,3,5/5/2016,.432218919936593
3759,1,4,2, ,11,1,2,10,1,7,1,2,2,2,2, ,4,1,1,75,4,6,3,2,3,4,8,1,15,1, ,13,10,1,3,5/5/2016,.432218919936593
3762,1,1,3,2,11,1,3,9,2, ,1,2,2,2,2, ,5,1,1,80,1,6,3,2,3,7,8,1,15,1, ,13,10,1,3,5/9/2016,.432218919936593
3766,1,1,2, ,11,1,2,9,1,14,2,2,2,2,2, ,4,1,1,72,1,6,3,2,3,1,8,1,15,1, ,13,10,1,3,5/5/2016,.432218919936593
3768,1,1,2, ,11,1,2,11,2, ,1,1,2,2,1, ,2,1,1,74,1,6,2,2,3,2,8,1,15,1, ,13,10,1,3,5/5/2016,.432218919936593
3785,1,1,2, ,11,1,2,10,1,7,5,1,2,2,2, ,2,1,1,72,1,6,7,1,3,3,4,2,15,1, ,13,1,2,3,5/7/2016,.416658939754357
3787,1,1,2, ,11,1,2,10,1,12,1,2,1,2,1, ,4,1,1,78,1,6,6,1,3,2,4,2,15,1, ,13,1,2,3,5/5/2016,.416658939754357
3789,1,1,2, ,11,1,2,10,1,7,4,2,2,2,2, ,2,1,1,80,2,6,6,1,3,6,4,2,15,1, ,13,1,2,3,5/5/2016,.416658939754357
3833,1,1,2, ,11,1,2,11,1,7,1,2,2,2,2, ,4,1,1,68,7,6,6,2,3,1,8,2,15,1, ,13,10,2,3,5/7/2016,.367366142408976
3834,1,1,2, ,11,1,2,11,2, ,1,2,1,2,1, ,4,1,1,73,1,6,6,2,3,5,8,2,15,1, ,13,10,2,3,5/5/2016,.367366142408976
3268,1,8,2, ,11,3,2,3,2, ,6,2,2,2,2, ,3,1,2,68,1,6,6,1,3,11,4,2,15,1, ,14,1,2,1,5/7/2016,1.19265490867558
3365,1,2,3,1,11,4,3,7,2, ,1,2,2,2,2, ,4,1,2,55,1,1,4,1,3,2,3,1,15,1, ,14,4,1,2,5/5/2016,.973626988041994
3447,1,2,1, ,11,3,1,7,1,13,1,2,1,2,2, ,2,1,2,86,1,6,2,1,3,1,4,1,15,1, ,14,1,1,2,5/5/2016,.831353315795865
3448,1,2,2, ,9,1,2,8,2, ,1,2,2,2,2, ,3,1,2,68,1,1,2,1,3,1,4,1,15,1, ,14,1,1,2,5/7/2016,.831353315795865
3449,1,2,2, ,9,3,3,7,1,9,3,2,2,2,2, ,4,1,2,69,1,6,2,1,3,1,4,1,15,1, ,14,1,1,2,5/7/2016,.831353315795865
3453,1,1,1, ,9,3,2,8,1,7,1,2,2,2,2, ,2,1,2,55,1,6,6,1,3,7,3,2,15,1, ,14,4,2,2,5/5/2016,.827538023543092
3467,1,2,1, ,11,2,3,7,2, ,2,2,1,2,2, ,3,1,2,60,1,6,1,2,3,7,7,1,15,1, ,14,13,1,2,5/7/2016,.812346277845505
3518,1,8,3,3,11,3,3,8,2, ,1,1,1,2,2, ,4,1,2,70,1,6,4,2,3,1,8,1,15,1, ,14,10,1,2,5/5/2016,.733000138633519
3537,1,8,2, ,11,3,2,8,2, ,1,2,2,2,2, ,4,1,2,75,1,6,8,1,3,11,4,2,15,1, ,14,1,2,2,5/7/2016,.706611965639178
3538,1,2,1, ,11,1,2,8,1,7,1,2,2,2,2, ,3,1,2,69,1,6,6,1,3,1,4,2,15,1, ,14,1,2,2,5/5/2016,.706611965639178
3539,1,4,2, ,11,1,2,6,2, ,4,2,2,2,2, ,4,1,2,74,4,6,5,1,3,1,4,2,15,1, ,14,1,2,2,5/7/2016,.706611965639178
3608,1,2,3,2,11,3,3,5,1,9,1,2,1,2,1, ,2,1,2,70,1,6,6,2,3,5,8,2,15,1, ,14,10,2,2,5/7/2016,.62301630237414
3731,1,2,2, ,11,1,2,11,1,12,1,1,1,2,1, ,2,1,2,67,1,6,2,1,3,1,4,1,15,1, ,14,1,1,3,5/7/2016,.462130001807165
3734,1,2,1, ,11,1,3,11,1,4,1,2,2,2,2, ,3,1,2,75,1,6,2,1,3,1,4,1,15,1, ,14,1,1,3,5/5/2016,.462130001807165
3812,1,8,3,3,11,1,3,11,2, ,1,2,2,2,2, ,2,1,2,68,3,6,7,1,3,6,4,2,15,1, ,14,1,2,3,5/5/2016,.39278918211229
3813,1,2,2, ,11,4,2,9,2, ,1,2,2,2,2, ,5,1,2,69,1,6,6,1,3,5,4,2,15,1, ,14,1,2,3,5/5/2016,.39278918211229
3847,1,2,1, ,10,3,2,9,1,4,1,2,2,2,2, ,4,1,2,80,1,6,7,2,3,1,8,2,15,1, ,14,10,2,3,5/5/2016,.346320294237873
3227,1,3,1, ,9,3,3,6,2, ,1,2,2,2,2, ,5,1,3,83,1,6,2,1,3,1,4,1,15,1, ,15,1,1,2,5/7/2016,1.30910143641105
3304,1,3,2, ,11,1,3,7,1,11,2,2,1,2,2, ,4,1,3,67,2,1,6,1,3,1,4,2,15,1, ,15,1,2,2,5/5/2016,1.11267582822827
3362,1,8,1, ,11,1,2,6,2, ,2,1,1,2,2, ,1,1,3,72,2,6,7,2,3,1,8,2,15,1, ,15,10,2,2,5/5/2016,.981040817242321
3167,2,2,2, ,9,1,2,6,1,7,1,2,2,2,2,3, ,1,6,60,3,6,4,1,3,2,3,1,15,1, ,16,4,1,2,5/5/2016,1.54049966267626
3226,1,1,2, ,11,1,2,7,1,18,1,2,2,2,2, ,1,1,6,62,1,2,6,1,3,2,3,2,15,1, ,16,4,2,2,5/5/2016,1.30935364546913
3357,1,8,2, ,11,1,2,6,1,1,4,2,2,2,2, ,4,1,6,68,3,6,7,2,3,2,8,2,15,1, ,16,10,2,2,5/4/2016,.985753697706437
3359,1,4,2, ,11,1,2,7,1,12,4,2,1,2,1, ,3,1,6,69,3,6,7,2,3,6,8,2,15,1, ,16,10,2,2,5/7/2016,.985753697706437
3534,1,4,2, ,11,1,2,10,1,7,4,2,1,2,1, ,4,1,6,61,1,2,4,2,3,5,7,1,15,1, ,16,13,1,3,5/7/2016,.714477784492481
3612,1,4,2, ,11,1,2,11,1,18,1,2,2,2,2, ,5,1,6,76,1,6,6,1,3,9,4,2,15,1, ,16,1,2,3,5/5/2016,.621481953539244
3613,1,4,2, ,11,1,2,9,1,7,4,2,2,2,2, ,5,1,6,70,1,6,6,1,3,10,4,2,15,1, ,16,1,2,3,5/7/2016,.621481953539244
3614,1,4,2, ,11,1,2,10,1,16,1,2,2,2,2, ,5,1,6,67,3,6,7,1,3,7,4,2,15,1, ,16,1,2,3,5/7/2016,.621481953539244
3664,1,4,2, ,11,1,2,9,1,17,1,2,1,2,2, ,3,1,6,73,7,6,6,2,3,1,8,2,15,1, ,16,10,2,3,5/7/2016,.547957588484982
3894,1,1,2, ,11,1,2,8,1,1,4,2,1,2,1, ,5,1,9,79,1,6,4,1,3,5,4,1,15,1, ,17,1,1,2,5/5/2016,.302202064686514
3898,1,8,2, ,11,1,2,7,1,7,4,1,1,1,1, ,3,1,9,61,4,3,5,1,3,2,3,2,15,1, ,17,4,2,2,5/5/2016,.300815182389585
3915,1,8,3,3,11,1,3,7,1,7,1,2,1,2,2, ,1,1,9,80,1,6,4,2,3,7,8,1,15,1, ,17,10,1,2,5/5/2016,.266450077363908
3928,1,7,2, ,11,1,2,6,2, ,1,2,1,2,1, ,4,1,7,65,1,6,7,2,3,1,8,2,15,1, ,17,10,2,2,5/5/2016,.226470273629188
3984,1,8,3,3,11,1,2,9,2, ,1,2,2,2,2, ,4,1,9,80,4,6,4,2,3,6,8,1,15,1, ,17,10,1,3,5/5/2016,.148113410260262
3013,2,8,3,4,1,3,2,1,2, ,2,2,2,2,1,4, ,2, ,59,3,1,2,2,3,2,7,1,15,1, ,18,13,1,1,5/5/2016,3.68865494268854
3020,1,2,2, ,11,1,2,3,2, ,2,2,1,2,1, ,3,2, ,66,3,6,4,2,3,7,8,1,15,1, ,18,10,1,1,5/5/2016,3.3283645879844
3030,2,4,2, ,11,1,2,1,1,12,1,2,2,2,2,5, ,2, ,69,1,6,6,1,3,5,4,2,15,1, ,18,1,2,1,5/5/2016,3.20854269995624
3031,1,8,2, ,11,1,3,1,2, ,6,2,2,2,2, ,1,2, ,76,3,6,6,1,3,11,4,2,15,1, ,18,1,2,1,5/5/2016,3.20854269995624
3055,1,7,1, ,11,1,3,1,2, ,6,1,2,2,1, ,4,2, ,71,1,6,7,2,3,5,8,2,15,1, ,18,10,2,1,5/5/2016,2.82895635248417
3116,1,1,3,3,9,1,2,7,2, ,1,2,2,2,2, ,3,2, ,68,1,6,4,2,3,1,8,1,15,1, ,18,10,1,2,5/5/2016,1.97195536342627
3145,2,2,2, ,6,3,2,7,2, ,1,1,1,2,1,1, ,2, ,65,3,6,7,2,3,2,8,2,15,1, ,18,10,2,2,5/5/2016,1.67607108677907
3373,1,4,2, ,11,1,2,9,1,12,4,1,1,2,1, ,4,2, ,77,1,6,7,2,3,6,8,2,15,1, ,18,10,2,3,5/5/2016,.931688993891425
3594,1,1,2, ,11,3,2,3,1,1,2,2,2,2,2, ,5,1,1,78,4,6,1,1,4,10,4,1,15,1, ,19,1,1,1,5/7/2016,.647973524259611
3599,2,1,1, ,6,1,2,3,2, ,1,1,1,1,1,2, ,1,1,25,1,1,7,2,4,7,6,2,15,1, ,19,16,2,1,5/5/2016,.643525122127383
3747,1,1,3,1,8,3,3,5,1,13,1,2,2,2,2, ,3,1,1,49,2,1,6,1,4,6,2,2,15,1, ,19,7,2,2,5/10/2016,.451456330322747
3749,2,1,1, ,11,3,3,8,2, ,1,2,2,2,2,3, ,1,1,61,1,6,4,1,4,5,3,1,15,1, ,19,4,1,2,5/9/2016,.44960426161287
3818,1,1,2, ,11,1,2,6,1,7,1,2,1,2,1, ,2,1,1,66,1,6,1,1,4,2,4,1,15,1, ,19,1,1,2,5/7/2016,.38390471739028
